Date,forecast,Platinum_spot_price,resid
2002-04-01,525.4853101484996,542.090909090909,-16.605598942409415
2002-05-01,521.1875292732325,536.90909090909,-15.721561635857483
2002-06-01,552.573832472194,558.5,-5.926167527806001
2002-07-01,538.4511820028266,529.318181818181,9.133000184645653
2002-08-01,546.8768373028264,548.90909090909,-2.0322536062635663
2002-09-01,514.870453904433,558.75,-43.87954609556698
2002-10-01,506.60999275281495,583.0,-76.39000724718505
2002-11-01,558.6804595790006,590.263157894736,-31.582698315735342
2002-12-01,591.1314735295421,598.75,-7.618526470457937
2003-01-01,633.6714731086836,633.090909090909,0.5805640177745772
2003-02-01,645.9030619361224,684.473684210526,-38.570622274403604
2003-03-01,645.7623278097047,677.047619047619,-31.285291237914294
2003-04-01,648.2361204617639,627.190476190476,21.04564427128787
2003-05-01,704.4788255790595,651.428571428571,53.05025415048851
2003-06-01,696.7217488991832,664.190476190476,32.531272708707206
2003-07-01,659.1222413201041,684.681818181818,-25.559576861713936
2003-08-01,686.856760986072,695.119047619047,-8.26228663297502
2003-09-01,710.5457896418349,707.904761904761,2.6410277370738413
2003-10-01,733.3169688412236,734.91304347826,-1.596074637036395
2003-11-01,728.4787674277687,762.777777777777,-34.2990103500083
2003-12-01,750.5415134363775,810.47619047619,-59.93467703981253
2004-01-01,777.4310324909264,855.95,-78.5189675090736
2004-02-01,803.7793469151076,849.526315789473,-45.74696887436539
2004-03-01,859.6802364343646,902.782608695652,-43.10237226128743
2004-04-01,870.7014212342069,884.761904761904,-14.060483527697102
2004-05-01,839.6613639192356,812.95,26.71136391923551
2004-06-01,825.1302016408721,810.590909090909,14.53929254996308
2004-07-01,837.8860759226749,812.75,25.136075922674877
2004-08-01,857.8477364030671,851.90909090909,5.938645493977106
2004-09-01,827.5706384967935,851.047619047619,-23.476980550825488
2004-10-01,831.7897816960129,843.761904761904,-11.972123065891083
2004-11-01,867.3383497208013,856.15,11.188349720801284
2004-12-01,879.2417116419444,852.272727272727,26.968984369217424
2005-01-01,893.1063950679626,861.714285714285,31.392109353677597
2005-02-01,886.7726364620388,867.421052631579,19.351583830459845
2005-03-01,833.9876886055143,856.727272727272,-22.739584121757616
2005-04-01,841.9642909495565,867.714285714285,-25.749994764728513
2005-05-01,848.4957183102649,869.0,-20.50428168973508
2005-06-01,873.7803452386687,882.954545454545,-9.17420021587634
2005-07-01,892.0315402805716,876.6,15.43154028057154
2005-08-01,869.5286720189001,901.043478260869,-31.514806241968927
2005-09-01,904.7220876906242,918.095238095238,-13.373150404613739
2005-10-01,907.0037243332087,933.761904761904,-26.75818042869537
2005-11-01,932.7019848614757,964.0,-31.298015138524306
2005-12-01,942.7070255310834,981.6,-38.89297446891658
2006-01-01,972.9724126249469,1032.47619047619,-59.50377785124306
2006-02-01,1025.163965901939,1045.15789473684,-19.993928834901
2006-03-01,1064.123021511886,1044.39130434782,19.731717164065913
2006-04-01,1108.214938612996,1105.05263157894,3.1623070340560844
2006-05-01,1163.8398566848914,1264.04545454545,-100.20559786055856
2006-06-01,1155.9323458611368,1192.72727272727,-36.79492686613321
2006-07-01,1159.6443131050373,1231.94736842105,-72.30305531601266
2006-08-01,1173.4927064155431,1236.73913043478,-63.24642401923688
2006-09-01,1184.4677508128798,1183.3,1.1677508128798308
2006-10-01,1083.9404266226713,1085.31818181818,-1.3777551955085983
2006-11-01,1172.819759144698,1187.1,-14.280240855301827
2006-12-01,1117.8514204735036,1124.78947368421,-6.938053210706357
2007-01-01,1112.3482190002728,1151.81818181818,-39.46996281790712
2007-02-01,1223.674198818403,1207.05263157894,16.621567239463047
2007-03-01,1187.834069213823,1222.77272727272,-34.93865805889686
2007-04-01,1242.1653243772278,1280.9,-38.73467562277233
2007-05-01,1264.4225123069727,1306.5,-42.07748769302725
2007-06-01,1286.8270492233644,1289.14285714285,-2.315807919485678
2007-07-01,1326.1473405312981,1307.38095238095,18.76638815034812
2007-08-01,1357.5457304470888,1267.30434782608,90.24138262100882
2007-09-01,1353.2353778287104,1313.0,40.2353778287104
2007-10-01,1501.9191043023095,1413.86956521739,88.04953908491962
2007-11-01,1453.737952761688,1449.45,4.287952761687848
2007-12-01,1505.1474839545924,1492.10526315789,13.042220796702395
2008-01-01,1638.6792614927838,1588.31818181818,50.36107967460384
2008-02-01,1677.9904504183353,2002.55,-324.55954958166467
2008-03-01,1698.5642045557272,2043.65,-345.0857954442729
2008-04-01,1710.1496925345482,1991.31818181818,-281.16848928363174
2008-05-01,2098.596032155685,2053.57142857142,45.02460358426515
2008-06-01,2014.7072295486093,2042.23809523809,-27.530865689480606
2008-07-01,1857.6862351397633,1904.68181818181,-46.995583042046746
2008-08-01,1917.588086015385,1492.5238095238,425.0642764915849
2008-09-01,1843.8388177378383,1217.42857142857,626.4102463092684
2008-10-01,1687.2241186215579,917.130434782608,770.0936838389499
2008-11-01,1148.464444054399,841.222222222222,307.24222183217717
2008-12-01,917.453988803548,844.428571428571,73.025417374977
2009-01-01,615.090794454642,951.238095238095,-336.1473007834529
2009-02-01,785.8877575710255,1037.26315789473,-251.37540032370453
2009-03-01,908.9806758725601,1084.5909090909,-175.61023321833977
2009-04-01,1091.6533047473931,1169.57142857142,-77.9181238240269
2009-05-01,1227.9757168215137,1134.45,93.5257168215137
2009-06-01,1192.7051703388838,1220.40909090909,-27.703920570206265
2009-07-01,1288.9276203488191,1163.81818181818,125.10943853063918
2009-08-01,1125.6945552333677,1248.23809523809,-122.54354000472222
2009-09-01,1266.938653551018,1294.71428571428,-27.775632163262117
2009-10-01,1186.9574601242427,1335.86363636363,-148.90617623938715
2009-11-01,1283.7357073201492,1401.26315789473,-117.52745057458083
2009-12-01,1342.7355572972458,1449.14285714285,-106.40729984560426
2010-01-01,1372.7910183624301,1567.15,-194.35898163756997
2010-02-01,1487.4788915016682,1525.52631578947,-38.04742428780173
2010-03-01,1522.0352659884177,1602.65217391304,-80.61690792462241
2010-04-01,1579.2196990472687,1718.33333333333,-139.11363428606137
2010-05-01,1511.7681719335753,1633.45,-121.68182806642471
2010-06-01,1616.275361740722,1556.77272727272,59.50263446800204
2010-07-01,1680.3186389177472,1530.57142857142,149.74721034632717
2010-08-01,1586.6646580394715,1543.81818181818,42.846476221291596
2010-09-01,1607.275795741528,1598.57142857142,8.704367170108071
2010-10-01,1661.348971629985,1692.28571428571,-30.936742655724856
2010-11-01,1677.2404539978131,1702.35,-25.10954600218679
2010-12-01,1778.081774150898,1715.19047619047,62.89129796042789
2011-01-01,1819.2077705924764,1790.61904761904,28.58872297343646
2011-02-01,1813.7039786478354,1828.68421052631,-14.98023187847457
2011-03-01,1790.7821572140813,1773.26086956521,17.521287648871294
2011-04-01,1831.285580432962,1804.0,27.28558043296198
2011-05-01,1849.9277205211722,1792.23809523809,57.68962528308225
2011-06-01,1742.6281022448188,1771.45454545454,-28.82644320972122
2011-07-01,1792.8894606664762,1766.65,26.239460666476134
2011-08-01,1757.3907750637009,1810.52173913043,-53.13096406672912
2011-09-01,1721.4102663183542,1745.42857142857,-24.018305110215806
2011-10-01,1705.267079047158,1540.85714285714,164.40993619001802
2011-11-01,1766.7518628576022,1607.65,159.1018628576021
2011-12-01,1627.1665487096132,1462.75,164.41654870961315
2012-01-01,1493.7899737336768,1510.04761904761,-16.257645313933153
2012-02-01,1663.3838543623,1664.5,-1.1161456376999013
2012-03-01,1505.9974870086862,1660.04545454545,-154.04796753676374
2012-04-01,1645.8765585720043,1590.85,55.02655857200443
2012-05-01,1646.136539117761,1474.45454545454,171.68199366322096
2012-06-01,1560.1099661520034,1450.04761904761,110.06234710439344
2012-07-01,1560.533793168336,1425.85714285714,134.676650311196
2012-08-01,1455.6581097380335,1455.69565217391,-0.03754243587650308
2012-09-01,1565.303914083679,1629.8947368421,-64.59082275842093
2012-10-01,1550.1168036219447,1639.26086956521,-89.14406594326533
2012-11-01,1493.5009872707715,1578.85,-85.34901272922843
2012-12-01,1679.0931190955862,1585.52631578947,93.5668033061163
2013-01-01,1626.0412182086045,1647.90909090909,-21.867872700485577
2013-02-01,1576.4971265309748,1676.94736842105,-100.45024189007518
2013-03-01,1541.1320583504003,1586.3,-45.1679416495997
2013-04-01,1504.2137599833375,1497.22727272727,6.9864872560674485
2013-05-01,1517.457868723692,1478.95454545454,38.503323269151906
2013-06-01,1488.628621934895,1431.2,57.42862193489486
2013-07-01,1434.399226476023,1405.13636363636,29.26286283966283
2013-08-01,1458.792427301246,1496.5,-37.70757269875389
2013-09-01,1443.873014871314,1454.05,-10.176985128686056
2013-10-01,1411.5148187790164,1415.52173913043,-4.006920351413555
2013-11-01,1505.1290444673518,1426.31578947368,78.81325499367176
2013-12-01,1464.3385999236152,1358.75,105.58859992361522
2014-01-01,1436.9232026900384,1423.72727272727,13.195929962768332
2014-02-01,1465.7552393182157,1410.47368421052,55.28155510769557
2014-03-01,1385.8401884447364,1457.5238095238,-71.68362107906364
2014-04-01,1483.4434625634162,1435.38095238095,48.06251018246621
2014-05-01,1448.9264829920262,1461.07142857142,-12.144945579393834
2014-06-01,1457.2324523635666,1457.80952380952,-0.5770714459533792
2014-07-01,1439.6597517251032,1497.04545454545,-57.38570282034675
2014-08-01,1439.341104224569,1449.90476190476,-10.563657680191
2014-09-01,1413.7231966255458,1362.47619047619,51.24700614935591
2014-10-01,1333.7983475503588,1263.60869565217,70.18965189818891
2014-11-01,1337.169249985473,1213.0,124.16924998547302
2014-12-01,1216.3317843076543,1222.47619047619,-6.144406168535625
2015-01-01,1205.6511725963812,1247.38095238095,-41.72977978456879
2015-02-01,1192.9177191897072,1200.78947368421,-7.8717544945027385
2015-03-01,1207.9572784401432,1140.0,67.95727844014323
2015-04-01,1146.494331002485,1154.33333333333,-7.839002330845005
2015-05-01,1194.4608376582978,1143.25,51.210837658297805
2015-06-01,1078.3498529773187,1091.77272727272,-13.422874295401243
2015-07-01,1046.6448897360417,1011.22727272727,35.417617008771686
2015-08-01,1019.0964742869351,985.857142857142,33.23933142979308
2015-09-01,1010.1988534348438,966.380952380952,43.81790105389189
2015-10-01,965.2217544666579,978.954545454545,-13.732790987887142
2015-11-01,943.830614008345,890.263157894736,53.56745611360907
2015-12-01,924.663958547647,862.857142857142,61.806815690505005
2016-01-01,945.8985091185467,855.65,90.24850911854674
2016-02-01,924.9912879821409,922.35,2.6412879821408524
2016-03-01,902.7703506445183,972.136363636363,-69.36601299184463
2016-04-01,880.2599140421963,997.190476190476,-116.9305621482797
2016-05-01,976.129725607494,1039.09523809523,-62.96551248773585
2016-06-01,1014.8488746049647,986.5,28.34887460496475
2016-07-01,1027.4750067033676,1089.6,-62.12499329663228
2016-08-01,1066.9935804646263,1123.91304347826,-56.91946301363373
2016-09-01,1004.3092349113797,1047.04761904761,-42.73838413623025
2016-10-01,940.9502777278742,961.095238095238,-20.14496036736375
2016-11-01,991.0577571749211,959.0,32.05775717492111
2016-12-01,972.882522578916,920.7,52.18252257891595
2017-01-01,936.5250913764689,973.761904761904,-37.236813385435084
2017-02-01,965.5614304770678,1009.63157894736,-44.070148470292224
2017-03-01,962.5804903691753,965.217391304347,-2.6369009351716386
2017-04-01,976.4170300792701,962.631578947368,13.785451131902164
2017-05-01,962.1710352911291,933.0,29.1710352911291
2017-06-01,941.8839159781473,933.636363636363,8.247552341784399
2017-07-01,947.8453140212456,921.9,25.945314021245622
2017-08-01,952.6880100273579,975.652173913043,-22.96416388568514
2017-09-01,960.1304412287507,967.1,-6.969558771249353
2017-10-01,972.9751467797846,924.0,48.97514677978461
